no.,domainID,domain_name,siteID,site_name,state,MAT_C,MAP_mm,Temp_s,Prec_s,started_year,end_year,duration,plotID,latitude,longitude,elevation_m,nlcdClass,alpha_div,beta_div1,gamma_div,spe_sta,spe_asy,alpha_sta,spa_asy1,gamma_sta
197,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_010,17.972441,-66.871318,177.6,evergreenForest,1.481604541,1.22644566,2.708050201,-0.189415063,0.451148082,0.261733019,0.675763064,0.937496082
198,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_012,17.951583,-66.899038,17.2,evergreenForest,1.398716881,1.446192503,2.844909384,-0.380028421,0.99149735,0.611468929,1.233026442,1.844495371
199,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_014,17.955704,-66.852256,21.8,evergreenForest,1.46441214,1.480026839,2.944438979,-0.425530409,0.607676357,0.182145948,0.297133176,0.479279124
200,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_015,17.976917,-66.861915,207.8,evergreenForest,1.816452082,1.138458197,2.954910279,-0.233783632,0.654729582,0.42094595,0.570772301,0.991718251
201,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_016,17.967958,-66.884676,164.5,evergreenForest,1.653454798,1.214444104,2.867898902,-0.249104132,0.477539686,0.228435554,0.875076043,1.103511597
202,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_018,17.971776,-66.861998,162.6,evergreenForest,1.672412712,1.445537195,3.117949906,-0.447002434,0.676457759,0.229455326,0.55878979,0.788245115
203,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_019,17.966255,-66.876782,131.7,evergreenForest,0.98394938,1.500957269,2.48490665,-0.307409543,0.20141082,-0.105998722,0.843259263,0.737260541
204,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_020,17.954237,-66.892766,37.4,evergreenForest,1.287854288,1.420195913,2.708050201,-0.484455042,0.399463274,-0.084991768,0.418830431,0.333838663
205,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_023,17.983631,-66.879113,137.2,evergreenForest,1.634130525,1.391160551,3.025291076,-0.518566871,0.740444104,0.221877233,1.065986731,1.287863963
206,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_024,17.961653,-66.900614,123.1,evergreenForest,1.677096561,1.431964398,3.109060959,-0.40530184,0.586235797,0.180933957,0.726572776,0.907506733
207,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_042,17.970725,-66.86397,146.9,evergreenForest,1.648658626,1.433251344,3.08190997,-0.355177431,0.400279132,0.0451017,0.45004537,0.495147071
208,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_043,17.968869,-66.867682,115.9,evergreenForest,1.77070606,1.225026214,2.995732274,-0.329190492,0.672263958,0.343073465,0.438133739,0.781207204
209,D04,Atlantic Neotropical,GUAN,Guanica Forest,PR,25.9,916,1154,55,2015,2019,5,GUAN_048,17.96911,-66.864276,132.5,evergreenForest,1.380024748,1.417256587,2.797281335,-0.499462162,0.554787082,0.055324921,0.302072472,0.357397393
210,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_001,18.024529,-67.076837,20.1,grasslandHerbaceous,1.139434283,1.187843422,2.327277706,-0.168668511,1.391433133,1.222764622,0.828207423,2.050972046
211,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_002,18.035349,-67.073332,31.2,cultivatedCrops,0.611801541,1.369199928,1.981001469,-0.689160781,1.151643434,0.462482653,0.189634317,0.65211697
212,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_004,18.017803,-67.08088,14.8,pastureHay,0.890972924,0.813775168,1.704748092,-0.564464422,0.726368088,0.161903667,0.046066114,0.207969781
213,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_005,18.025704,-67.084747,20.8,pastureHay,0.90371195,0.968090227,1.871802177,-0.508787609,0.249986205,-0.258801403,0.184864117,-0.073937287
214,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_006,18.020279,-67.084819,15.8,pastureHay,1.15923691,0.95097629,2.1102132,-0.654715253,2.179815297,1.525100044,0.341903833,1.867003878
215,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_007,18.0278,-67.078506,23.7,pastureHay,1.149384614,0.930056928,2.079441542,-0.67797486,0.717425042,0.039450182,0.334460293,0.373910475
216,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_008,18.025907,-67.078525,21.2,pastureHay,1.31338759,0.989197503,2.302585093,-0.667395561,0.985992779,0.318597218,0.206749362,0.52534658
217,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_010,18.026484,-67.082779,22.1,pastureHay,1.06686359,1.130360987,2.197224577,-0.602408058,0.905649798,0.30324174,0.281356629,0.584598368
218,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_011,18.01811,-67.084277,14,pastureHay,0.523248144,0.488352768,1.011600912,-0.229413814,1.605726867,1.376313053,0.070174596,1.446487649
219,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_012,18.02271,-67.083667,18.7,pastureHay,0.851752211,1.094157938,1.945910149,-0.523742524,2.007545891,1.483803367,0.387523467,1.871326834
220,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_013,18.018944,-67.086826,14.3,pastureHay,1.330054643,1.112292393,2.442347035,-0.583632519,1.212785836,0.629153317,0.238169361,0.867322678
221,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_014,18.023478,-67.080259,18.4,pastureHay,0.46608973,0.85566611,1.32175584,-0.689766187,1.508283862,0.818517675,0.244005027,1.062522702
222,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_015,18.034461,-67.066824,27,evergreenForest,0.965080896,1.114360646,2.079441542,-0.41932527,1.076629029,0.657303758,0.821103947,1.478407706
223,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_016,18.030429,-67.070828,24.9,grasslandHerbaceous,1.034073768,0.798507696,1.832581464,-0.386005633,0.650434743,0.26442911,0.973910315,1.238339425
224,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_017,18.017713,-67.074931,14.8,cultivatedCrops,0.90371195,0.968090227,1.871802177,-0.037655519,1.348332726,1.310677207,0.856435318,2.167112525
225,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_018,18.034241,-67.072199,29.6,cultivatedCrops,1.386294361,1.234744463,2.621038824,-0.644370254,1.342535255,0.698165002,0.64939325,1.347558252
226,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_019,18.032068,-67.070519,26.1,cultivatedCrops,1.119231576,1.077993001,2.197224577,-0.411707219,1.362587618,0.950880399,0.361674081,1.31255448
227,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_021,18.03096,-67.069118,24.7,cultivatedCrops,0.362905494,1.246532419,1.609437912,-0.652653822,0.340297345,-0.312356477,0.201898225,-0.110458252
228,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_022,18.029658,-67.073388,25.3,cultivatedCrops,1.108975076,1.115648476,2.224623552,-0.682721944,0.603173282,-0.079548662,0.13445794,0.054909278
229,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_023,18.035855,-67.06962,28.7,grasslandHerbaceous,1.197703191,0.971350509,2.1690537,-0.310338991,1.201017988,0.890678997,0.411666244,1.302345242
230,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_024,18.036914,-67.07075,31.1,grasslandHerbaceous,0.426084395,1.183353517,1.609437912,-0.548788868,2.17691251,1.628123643,0.146137663,1.774261305
231,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_025,18.034725,-67.064257,25.2,grasslandHerbaceous,1.216395324,1.30933332,2.525728644,-0.614050535,1.358962934,0.744912399,0.949750692,1.694663092
232,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_026,18.035568,-67.06765,34.9,evergreenForest,1.446918983,1.415281898,2.862200881,-0.524735256,1.028273546,0.50353829,0.909062121,1.412600411
233,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_027,18.035317,-67.070486,29.7,cultivatedCrops,1.119231576,0.861769893,1.981001469,-0.258393449,0.833769261,0.575375813,0.460968003,1.036343816
234,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_028,18.03777,-67.071595,32.1,grasslandHerbaceous,0.810930216,1.203972804,2.014903021,-0.687004907,1.417031132,0.730026225,1.14579407,1.875820295
235,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_029,18.039933,-67.069311,40.9,evergreenForest,1.65225791,1.120330813,2.772588722,-0.355059071,0.807903166,0.452844095,0.731790213,1.184634308
236,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_030,18.039928,-67.070204,35,evergreenForest,1.732761128,1.262971145,2.995732274,-0.37194166,0.731674824,0.359733164,0.813055773,1.172788938
237,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_042,18.020194,-67.075469,15.9,pastureHay,0.426084395,1.077993001,1.504077397,-0.352726648,1.692143567,1.33941692,0.330498059,1.669914978
238,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_044,18.01911,-67.075475,15.5,pastureHay,0.890972924,1.123930097,2.014903021,-0.450619018,1.32805677,0.877437753,0.514854055,1.392291808
239,D04,Atlantic Neotropical,LAJA,Lajas Experimental Station,PR,25.1,1474,1180,45,2016,2019,4,LAJA_046,18.020963,-67.074891,16.3,pastureHay,0.708651367,1.200891138,1.909542505,-0.147176793,1.681096217,1.533919423,0.315286963,1.849206386
240,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_001,45.812246,-90.092743,505.9,deciduousForest,2.163323026,1.308643427,3.471966453,-0.057820027,0.716945301,0.659125274,0.212369156,0.87149443
241,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_002,45.797373,-90.092311,522.3,deciduousForest,2.00148,0.942958979,2.944438979,0.088685637,0.772162342,0.86084798,0.518339119,1.379187099
242,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_003,45.824937,-90.072611,503.3,deciduousForest,1.804181989,1.15072829,2.954910279,0.210567943,0.641333811,0.851901754,0.26635805,1.118259805
243,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_004,45.797893,-90.064147,510.2,deciduousForest,2.292534757,1.233825767,3.526360525,-0.202421562,0.890237096,0.687815534,0.338520261,1.026335794
244,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_005,45.826444,-90.086211,500,deciduousForest,2.073171929,1.153672066,3.226843995,-0.271512033,0.879583622,0.60807159,0.414761738,1.022833328
245,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_006,45.817469,-90.078389,504.7,deciduousForest,2.07002232,1.310972355,3.380994674,-0.237347629,1.00208568,0.764738052,0.581967295,1.346705347
246,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_007,45.793823,-90.05393,517.4,deciduousForest,1.201469674,1.196425599,2.397895273,0.105850494,0.746870269,0.852720764,0.486325999,1.339046762
247,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_008,45.802507,-90.06211,499.7,mixedForest,1.594324275,1.215078421,2.809402695,0.280254395,0.510030796,0.790285192,1.140287765,1.930572957
248,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_009,45.82204,-90.089055,506,deciduousForest,1.77070606,1.254585016,3.025291076,-0.196431391,0.621127835,0.424696444,0.707421633,1.132118077
249,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_010,45.787641,-90.104113,530.6,deciduousForest,1.301553133,1.30851666,2.610069793,-0.091519928,0.423191466,0.331671539,0.583583914,0.915255452
250,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_011,45.804881,-90.07457,523.3,deciduousForest,1.691017899,1.176881003,2.867898902,-0.036884968,0.960754754,0.923869786,0.449487463,1.373357249
251,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_012,45.785871,-90.048075,524.9,deciduousForest,1.589235205,1.145132304,2.734367509,0.230518637,0.75270938,0.983228016,0.552885947,1.536113963
252,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_013,45.792821,-90.071972,511.4,deciduousForest,1.509617577,1.36958088,2.879198457,-0.260198257,0.916609796,0.656411539,0.159178454,0.815589992
253,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_014,45.816394,-90.068271,499.7,deciduousForest,2.424802726,1.022005167,3.446807893,0.110204825,0.805968931,0.916173756,0.524395049,1.440568805
254,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_015,45.810955,-90.099612,511.7,deciduousForest,1.828573442,1.083777222,2.912350665,-0.183945807,0.987642796,0.803696989,0.70794207,1.511639059
255,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_016,45.79592,-90.096476,516.7,deciduousForest,2.113238921,1.039497101,3.152736022,0.185392514,0.717762677,0.903155191,1.256845369,2.16000056
256,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_017,45.82223,-90.073206,512.1,deciduousForest,1.573810735,1.160556775,2.734367509,-0.199597614,0.83301299,0.633415376,0.876303801,1.509719177
257,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_018,45.797063,-90.074152,515.3,deciduousForest,2.085672091,1.210164775,3.295836866,0.001089769,0.587150714,0.588240483,0.415541966,1.003782449
258,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_019,45.829717,-90.074788,491.7,mixedForest,2.186051277,1.254366818,3.440418095,0.066422309,0.656265815,0.722688124,0.576100992,1.298789115
259,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_020,45.810575,-90.054415,491.8,mixedForest,2.004852685,1.147883338,3.152736022,-0.012256238,0.60270062,0.590444381,0.395565036,0.986009417
260,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_021,45.834307,-90.085088,480.5,woodyWetlands,2.525728644,1.202371523,3.728100167,-0.264385657,1.151694769,0.887309112,0.582206519,1.469515632
261,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_022,45.804414,-90.052165,489.1,woodyWetlands,2.41367914,1.249882506,3.663561646,-0.292830394,0.80040585,0.507575456,1.815111957,2.322687413
262,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_023,45.82396,-90.098037,481.1,woodyWetlands,2.186051277,1.131764496,3.317815773,0.148647919,0.637687443,0.786335362,0.640018488,1.42635385
263,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_024,45.835991,-90.072824,488.5,woodyWetlands,1.987874348,1.103168105,3.091042453,0.019670557,0.570172027,0.589842583,0.574877309,1.164719893
264,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_025,45.814036,-90.094395,497.4,mixedForest,2.213753879,1.485075906,3.698829785,-0.304036432,0.773081925,0.469045493,0.66951454,1.138560033
265,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_026,45.793771,-90.096361,516.1,woodyWetlands,2.595254707,1.267578054,3.862832761,-0.286276667,1.209876126,0.923599459,0.592653961,1.516253421
266,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_027,45.82682,-90.092391,481.5,woodyWetlands,2.675871303,1.370682596,4.046553898,-0.262277351,1.054921284,0.792643933,0.833568707,1.62621264
267,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_029,45.833543,-90.073441,488.7,mixedForest,2.418143434,1.314752906,3.73289634,0.069464471,0.599961043,0.669425514,0.900890729,1.570316243
268,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_030,45.827051,-90.094333,482.3,mixedForest,2.157559321,1.301906969,3.45946629,0.186801149,0.647513484,0.834314634,0.614072487,1.44838712
269,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_047,45.506171,-89.588579,473.4,deciduousForest,2.543568562,1.2035798,3.747148362,-0.047683644,0.596213383,0.548529739,0.943151359,1.491681099
270,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_059,45.508883,-89.588327,474.5,deciduousForest,2.277267285,1.21316123,3.490428515,-0.209018736,0.297285305,0.088266569,0.489953227,0.578219796
271,D05,Great Lakes,STEI,Steigerwaldt Land Services,WI,4.4,798,11074,45,2015,2019,5,STEI_060,45.506757,-89.58706,472.4,deciduousForest,2.507564674,1.018795851,3.526360525,0.261412533,0.442667524,0.704080056,0.39441083,1.098490886
272,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_001,45.487728,-89.569877,453.1,evergreenForest,2.674148649,1.091691846,3.765840495,0.069541717,0.737489823,0.807031539,0.888281865,1.695313404
273,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_002,45.492352,-89.567786,456.6,woodyWetlands,2.107178297,1.135414055,3.242592351,0.313317295,0.56174716,0.875064454,0.855973467,1.731037921
274,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_003,45.490246,-89.577677,463.8,deciduousForest,1.816452082,1.084969512,2.901421594,0.24469925,0.571690529,0.81638978,0.304257132,1.120646912
275,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_004,45.479916,-89.556096,448.5,woodyWetlands,2.513656063,1.160109753,3.673765816,-0.256747414,1.02688712,0.770139705,0.228433321,0.998573027
276,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_005,45.48181,-89.555402,447.8,woodyWetlands,1.902107526,1.170585788,3.072693315,-0.275664662,1.176327398,0.900662736,0.447922257,1.348584992
277,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_006,45.491628,-89.551229,465.7,mixedForest,2.435803937,1.263025848,3.698829785,-0.170181954,0.664368424,0.49418647,0.327492239,0.821678709
278,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_007,45.496912,-89.557232,456.7,deciduousForest,2.633685786,0.944262108,3.577947893,-0.053147037,0.615112412,0.561965375,0.159674374,0.721639748
279,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_008,45.480471,-89.554979,448.1,woodyWetlands,2.143003023,1.091746151,3.234749174,-0.424755301,0.973664732,0.54890943,0.461617737,1.010527167
280,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_009,45.485853,-89.569416,452.7,woodyWetlands,1.898369204,1.01398146,2.912350665,0.366618919,0.415067685,0.781686605,1.120185754,1.901872358
281,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_010,45.494886,-89.563288,464,deciduousForest,2.197224577,0.938269639,3.135494216,0.027680307,0.609438572,0.637118879,0.237176393,0.874295273
282,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_011,45.497235,-89.554551,452.6,woodyWetlands,1.820508883,1.175223391,2.995732274,-0.283843815,0.626503447,0.342659632,0.452992494,0.795652126
283,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_012,45.491403,-89.573512,455.7,woodyWetlands,2.2300144,0.939671181,3.169685581,0.301512157,0.423906174,0.725418331,0.670172342,1.395590674
284,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_013,45.485893,-89.578603,448.6,woodyWetlands,2.521720623,1.136699624,3.658420247,0.071031458,0.761471733,0.832503191,0.82908916,1.661592351
285,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_014,45.486647,-89.569448,454.1,mixedForest,2.533696814,1.060871961,3.594568775,0.063829999,0.683723635,0.747553634,0.672450517,1.420004151
286,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_015,45.486975,-89.554896,460.2,mixedForest,2.085672091,1.239363929,3.325036021,-0.009896092,0.51287718,0.502981088,0.819514791,1.322495879
287,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_016,45.495627,-89.56639,466,deciduousForest,2.472327868,0.987138422,3.45946629,0.100931543,0.738225852,0.839157395,0.711078851,1.550236246
288,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_017,45.492422,-89.576617,465.9,deciduousForest,2.493205453,0.887789222,3.380994674,0.190731499,0.861936723,1.052668222,0.492104728,1.54477295
289,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_018,45.493692,-89.56784,461,evergreenForest,2.372577465,1.048422544,3.421000009,0.186803905,0.609182895,0.7959868,0.659797196,1.455783996
290,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_019,45.494385,-89.574025,466.8,mixedForest,2.253919921,0.972924074,3.226843995,0.316842772,0.537696939,0.854539711,0.729189055,1.583728766
291,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_020,45.492522,-89.560123,463.5,deciduousForest,2.365559892,0.820792741,3.186352633,0.245018861,0.603019142,0.848038003,0.186854615,1.034892618
292,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_021,45.496656,-89.567981,471.5,deciduousForest,2.49732917,1.113588743,3.610917913,0.264503048,0.738865077,1.003368124,0.623449452,1.626817577
293,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_022,45.49327,-89.55131,465.1,evergreenForest,2.478637037,1.110422082,3.589059119,-0.018068002,0.653995167,0.635927165,0.235730857,0.871658022
294,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_023,45.488112,-89.551851,458,mixedForest,2.406945108,1.089562453,3.496507561,-0.203429935,0.493603367,0.290173432,0.166944153,0.457117585
295,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_024,45.489236,-89.549988,450,evergreenForest,2.431417965,1.320436288,3.751854253,-0.18033414,0.672377161,0.492043021,0.393198468,0.885241489
296,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_026,45.494266,-89.554435,462.6,mixedForest,2.687847494,1.006019502,3.693866996,-0.1063851,0.649447463,0.543062363,0.575349174,1.118411537
297,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_041,45.494189,-89.587993,465.1,deciduousForest,2.122261539,1.096614286,3.218875825,0.31607523,0.58785737,0.903932599,0.564113567,1.468046167
298,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_046,45.493548,-89.592161,465.4,deciduousForest,1.852384091,1.133297847,2.985681938,0.198692266,0.394531587,0.593223853,0.19091781,0.784141663
299,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_049,45.493863,-89.591027,467.3,deciduousForest,1.787584098,1.080314804,2.867898902,0.053824595,0.508505037,0.562329632,0.474202687,1.036532319
300,D05,Great Lakes,TREE,Treehaven,WI,4.5,808,11084,44,2015,2019,5,TREE_060,45.498289,-89.568055,464.6,mixedForest,2.151762203,1.067113622,3.218875825,0.25197581,0.588311431,0.840287241,0.339668284,1.179955525
301,D05,Great Lakes,UNDE,UNDERC,MI,3.7,850,10892,37,2014,2019,6,UNDE_001,46.234625,-89.560771,523.7,deciduousForest,1.978123769,1.220549349,3.198673118,0.032640633,0.471165825,0.503806458,0.434969145,0.938775603
302,D05,Great Lakes,UNDE,UNDERC,MI,3.7,850,10892,37,2014,2019,6,UNDE_002,46.243103,-89.544804,504.2,woodyWetlands,2.154664963,1.03030931,3.184974273,-0.025340721,0.430739019,0.405398297,0.404332976,0.809731274
303,D05,Great Lakes,UNDE,UNDERC,MI,3.7,850,10892,37,2014,2019,6,UNDE_003,46.256247,-89.53609,504.8,woodyWetlands,2.144956149,1.443181736,3.588137884,-0.092889761,0.67665506,0.583765298,1.064496065,1.648261364
304,D05,Great Lakes,UNDE,UNDERC,MI,3.7,850,10892,37,2014,2019,6,UNDE_006,46.254613,-89.512657,530,deciduousForest,2.042301995,1.265804964,3.308106959,0.032849583,0.496745411,0.529594994,0.227717053,0.757312047
305,D05,Great Lakes,UNDE,UNDERC,MI,3.7,850,10892,37,2014,2019,6,UNDE_007,46.248703,-89.536134,518.7,deciduousForest,2.319114395,0.988992564,3.308106959,0.521843927,0.45891987,0.980763797,0.390142193,1.37090599
